id,problem_id,ground_truth,seed,arm,episode_status,success,verified_outcome,predicted_status,provider_calls,accounted_cost_usd,provider_reported_cost_usd,accounting_margin_usd,uncertain_calls,transport_errors,wall_latency_ms,total_tokens,generated_usage_complete,provider_attempt_usage_complete,known_generated_token_subtotal,generated_candidates,evaluated_candidates,unevaluated_candidates,solver_calls,rounds,error
078172a2d6ecee070d0e,linear-sat-0063,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000282,0.00028184,1.6000000000002557e-07,0,0,11028.040054254234,2568,True,True,2568,1,1,0,0,1,
079329ab2004939a0897,linear-unsat-0034,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,5.6e-05,5.464e-05,1.3600000000000005e-06,0,0,2396.1573280394077,1368,True,True,1368,4,1,3,1,1,
08491f424b412ac4877e,linear-unsat-0128,unsat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.0001,9.955e-05,4.5000000000001094e-07,0,0,2150.2401120960712,2895,True,True,2895,4,1,3,1,1,
0886af7703bbbd34a48e,linear-sat-0233,sat,43,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.00045,0.00044831,1.6899999999999923e-06,0,0,31336.963204666972,4267,True,True,4267,4,1,3,1,1,
088b382b07602e2ce27e,linear-sat-0205,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000281,0.0002804,6.000000000000146e-07,0,0,13816.369069740176,2520,True,True,2520,1,1,0,0,1,
08f10edcd08b9d4c9c19,linear-sat-0083,sat,17,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000395,0.00039265999999999997,2.340000000000035e-06,0,0,17167.07321163267,4042,True,True,4042,4,1,3,1,1,
0a4c528b69323cf784b3,linear-sat-0028,sat,17,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.003469,0.003460410000000001,8.589999999998859e-06,0,0,173369.56851370633,36077,True,True,36077,16,16,0,5,4,
0aa36fecb3d86400120f,linear-sat-0063,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000282,0.00028184,1.6000000000002557e-07,0,0,14614.347523078322,2568,True,True,2568,1,1,0,0,1,
0b1536981663d98f0d30,linear-unsat-0056,unsat,29,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.462e-05,1.3800000000000037e-06,0,0,2682.836674153805,2014,True,True,2014,4,1,3,1,1,
0b1fb6e38cb2ac083b6e,linear-sat-0156,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000272,0.00027138,6.200000000000042e-07,0,0,14979.101879522204,2906,True,True,2906,4,1,3,1,1,
0b20c1e150f6ab3300f0,linear-sat-0184,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000223,0.00022229,7.100000000000118e-07,0,0,10806.433303281665,2073,True,True,2073,1,1,0,1,1,
0b62ceb21042762815f0,linear-unsat-0173,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.008e-05,1.919999999999995e-06,0,0,1931.6334016621113,2576,True,True,2576,4,1,3,1,1,
0bb0caeb255a1b3ba2e1,linear-unsat-0026,unsat,43,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.9e-05,1.833e-05,6.700000000000021e-07,0,0,964.5577920600772,501,True,True,501,1,1,0,1,1,
0bd21e9117f579d6f79e,linear-sat-0022,sat,29,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.00454,0.004532720000000001,7.279999999998399e-06,0,0,221520.05532756448,41864,True,True,41864,16,16,0,0,4,
0c3828fd26c28ba289ba,linear-sat-0063,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,8,0.002243,0.0022403299999999996,2.6700000000006233e-06,0,0,127064.5159855485,20501,True,True,20501,8,7,1,1,2,
0c770d7516347cc5ca7c,linear-unsat-0146,unsat,43,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.8e-05,1.775e-05,2.499999999999993e-07,0,0,602.9948517680168,475,True,True,475,1,1,0,1,1,
0cb9412cb7ed9c55ef1f,linear-sat-0022,sat,43,multi_no_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004947,0.004242,0.0007049999999999999,1,1,347395.5230638385,,False,False,39000,16,16,0,0,4,
0cdd8f044795ecf098ab,linear-sat-0280,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000985,0.00098322,1.7800000000000541e-06,0,0,54526.20792668313,8954,True,True,8954,4,1,3,1,1,
0ce962348d8ae3438e3a,linear-sat-0230,sat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000243,0.00024118000000000002,1.8199999999999792e-06,0,0,10466.149494983256,2606,True,True,2606,4,1,3,1,1,
0dd55fbdb90ecb6760a3,linear-unsat-0023,unsat,29,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.988e-05,1.1999999999999885e-07,0,0,2201.738126575947,1556,True,True,1556,4,1,3,1,1,
0e07730718a63c2c6b3d,linear-sat-0263,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000282,0.00028184,1.6000000000002557e-07,0,0,19052.648223005235,2568,True,True,2568,1,1,0,0,1,
0f67b01ae0a4d1cae005,linear-sat-0244,sat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.001077,0.00107434,2.660000000000032e-06,0,0,58161.929627880454,9298,True,True,9298,4,4,0,1,1,
0f6800d5da7d9789e132,linear-sat-0156,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000224,0.00022237,1.6299999999999963e-06,0,0,14964.053715579212,2529,True,True,2529,4,1,3,1,1,
100d6dfb6897f6653ff7,linear-unsat-0165,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6.1e-05,5.849e-05,2.5100000000000014e-06,0,0,2336.7872294038534,1533,True,True,1533,4,1,3,1,1,
106e1db4cbb105db6e57,linear-unsat-0010,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,8.4e-05,8.170000000000001e-05,2.299999999999988e-06,0,0,2089.6297497674823,2290,True,True,2290,4,1,3,1,1,
10c9f4018e4c5da12f98,linear-sat-0244,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,8,0.001961,0.00195723,3.770000000000162e-06,0,0,101525.67614335567,17191,True,True,17191,8,5,3,1,2,
11583b780792f6eab67a,linear-sat-0068,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000646,0.0006448700000000001,1.1299999999999028e-06,0,0,47535.90422868729,6339,True,True,6339,4,1,3,1,1,
11623ee10ebda3ab4deb,linear-unsat-0078,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.9e-05,7.607e-05,2.9300000000000007e-06,0,0,2756.153549067676,2099,True,True,2099,4,1,3,1,1,
11b3bb83525ffae4d97b,linear-sat-0230,sat,29,one_shot,complete,1,CERTIFIED_SAT,sat,1,6.6e-05,6.53e-05,7.000000000000035e-07,0,0,3551.0719707235694,690,True,True,690,1,1,0,1,1,
1264f1e448555c82081a,linear-sat-0054,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000284,0.00028388,1.1999999999999207e-07,0,0,13861.969412304461,2636,True,True,2636,1,1,0,0,1,
1285e7ea8791aefb1ed3,linear-sat-0137,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000708,0.00070646,1.5399999999999615e-06,0,0,34315.14995638281,6382,True,True,6382,4,3,1,2,1,
13645244d8e91f91dbf9,linear-unsat-0125,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000103,9.994e-05,3.060000000000001e-06,0,0,2289.143716916442,2898,True,True,2898,4,1,3,1,1,
1368e23520ce04c9d8b7,linear-unsat-0165,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.784e-05,2.1599999999999996e-06,0,0,1895.6715054810047,1528,True,True,1528,4,1,3,1,1,
141f86e3a46face2aeb2,linear-unsat-0125,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000103,9.994e-05,3.060000000000001e-06,0,0,2230.3736098110676,2898,True,True,2898,4,1,3,1,1,
14c8f28e3c91116f2b58,linear-sat-0192,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.001023,0.00102039,2.6100000000001122e-06,0,0,74859.6727270633,8883,True,True,8883,4,3,1,1,1,
1595a20b2f0c73905d76,linear-unsat-0010,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,8.4e-05,8.157e-05,2.4299999999999886e-06,0,0,2827.4523662403226,2289,True,True,2289,4,1,3,1,1,
15f1ca742b43b2761abc,linear-unsat-0165,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.823e-05,1.7699999999999983e-06,0,0,3305.892927572131,1531,True,True,1531,4,1,3,1,1,
16e9d505b600919fa9de,linear-sat-0274,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000189,0.00018881,1.9000000000001004e-07,0,0,10152.778962627053,1797,True,True,1797,1,1,0,1,1,
1746dedfb055b197c162,linear-sat-0233,sat,29,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000137,0.00013603,9.699999999999856e-07,0,0,7867.303957231343,1251,True,True,1251,1,1,0,1,1,
17d2da6ce6cfbb63a68c,linear-sat-0054,sat,17,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004556,0.0045499999999999985,6.000000000001664e-06,0,0,246256.03880546987,42440,True,True,42440,16,16,0,0,4,
18075feeddae7b37d254,linear-sat-0230,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000225,0.00022337,1.6299999999999963e-06,0,0,14360.822767019272,2469,True,True,2469,4,3,1,3,1,
1820a7473594b71d192a,linear-unsat-0146,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,7.061e-05,1.3899999999999986e-06,0,0,2027.0843906328082,1897,True,True,1897,4,1,3,1,1,
18fa8427f1551a9ef107,linear-unsat-0145,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.94e-05,6.00000000000001e-07,0,0,2438.2392400875688,1540,True,True,1540,4,1,3,1,1,
19090ba086e7d170fe4a,linear-unsat-0166,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.975e-05,2.499999999999993e-07,0,0,2422.4303299561143,1555,True,True,1555,4,1,3,1,1,
191f4e87052bef7d6fd5,linear-sat-0137,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000789,0.00078706,1.9399999999999713e-06,0,0,41661.92051395774,7002,True,True,7002,4,1,3,1,1,
197abe6f2feebb662606,linear-unsat-0056,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.436e-05,1.6400000000000046e-06,0,0,2026.008208282292,2012,True,True,2012,4,1,3,1,1,
19cef1bdc1857f848a37,linear-unsat-0078,unsat,43,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,2e-05,1.905e-05,9.500000000000028e-07,0,0,404.12848349660635,525,True,True,525,1,1,0,1,1,
1a8f7d12dbc4d3d7e805,linear-sat-0274,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000706,0.00070454,1.460000000000003e-06,0,0,49816.195516847074,6798,True,True,6798,4,1,3,1,1,
1b1d486520f20cc5d944,linear-sat-0039,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000778,0.00077636,1.6400000000000182e-06,0,0,33272.15376775712,7092,True,True,7092,4,1,3,1,1,
1b24f84e1244b369d186,linear-unsat-0053,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.012e-05,1.8800000000000023e-06,0,0,1827.3041248321533,2564,True,True,2564,4,1,3,1,1,
1b6a39218faae01760e9,linear-sat-0233,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,6.7e-05,6.648e-05,5.200000000000018e-07,0,0,6477.603175677359,716,True,True,716,1,1,0,1,1,
1bdcfe11e7d677f19088,linear-unsat-0128,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.0001,9.968e-05,3.200000000000105e-07,0,0,1896.6535842046142,2896,True,True,2896,4,1,3,1,1,
1ca6ef2df856331995c4,linear-sat-0063,sat,17,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,8,0.002235,0.00223279,2.2099999999998857e-06,0,0,124312.88872659206,20443,True,True,20443,8,7,1,1,2,
1d77a7308d05158c1336,linear-unsat-0026,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.319e-05,2.8100000000000087e-06,0,0,2229.0911115705967,2003,True,True,2003,4,1,3,1,1,
1e1293b0c25f06f3ef57,linear-sat-0214,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000286,0.0002852,8.000000000000194e-07,0,0,18009.860396385193,2680,True,True,2680,1,1,0,0,1,
1e66ea5f6f95a0b34eb8,linear-sat-0156,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000205,0.00020247999999999997,2.5200000000000233e-06,0,0,19303.804602473974,2376,True,True,2376,4,1,3,1,1,
1f13a134c928fb8f72b3,linear-sat-0192,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000501,0.00049922,1.7800000000000541e-06,0,0,25211.40361018479,4874,True,True,4874,4,1,3,1,1,
1f28189a6d6e04854338,linear-unsat-0023,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.962e-05,3.7999999999999975e-07,0,0,2163.6509438976645,1554,True,True,1554,4,1,3,1,1,
1f2d60712bc845ada300,linear-sat-0061,sat,29,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000714,0.00071264,1.3600000000000547e-06,0,0,28684.38559025526,6688,True,True,6688,4,1,3,1,1,
1f337c6536ae8d30a8ed,linear-unsat-0167,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6.4e-05,6.324e-05,7.599999999999995e-07,0,0,1759.3599846586585,1668,True,True,1668,4,1,3,1,1,
1f5fc9a610996ff93d93,linear-sat-0214,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000286,0.0002852,8.000000000000194e-07,0,0,18561.724757775664,2680,True,True,2680,1,1,0,0,1,
1fbc63cfa92c03de97be,linear-sat-0061,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000735,0.0007324,2.5999999999999548e-06,0,0,63125.64014829695,6840,True,True,6840,4,1,3,1,1,
1fddb032bf26358f06d7,linear-sat-0244,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000277,0.00027632,6.800000000000274e-07,0,0,15165.397047996521,2384,True,True,2384,1,1,0,0,1,
1ff48697a483c96b8d65,linear-unsat-0168,unsat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,6.816e-05,3.840000000000004e-06,0,0,2348.6313968896866,1792,True,True,1792,4,1,3,1,1,
207952429d00b8d2b810,linear-unsat-0168,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.1e-05,6.777e-05,3.230000000000008e-06,0,0,2636.1018773168325,1789,True,True,1789,4,1,3,1,1,
208fc1baf49980cf5306,linear-unsat-0165,unsat,29,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6.1e-05,5.8490000000000004e-05,2.5099999999999946e-06,0,0,2146.858979947865,1533,True,True,1533,4,1,3,1,1,
2100e94034e97768f3ab,linear-unsat-0145,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.94e-05,6.00000000000001e-07,0,0,2537.085784599185,1540,True,True,1540,4,1,3,1,1,
211f234c209040de75d8,linear-sat-0137,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000199,0.00019878,2.200000000000216e-07,0,0,25466.15726687014,1766,True,True,1766,1,1,0,1,1,
217d219420644c61e375,linear-sat-0061,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000709,0.00070731,1.6900000000000465e-06,0,0,59782.93627034873,6647,True,True,6647,4,1,3,1,1,
218a05d4169e2c8762e0,linear-sat-0063,sat,17,multi_no_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004512,0.004509440000000002,2.5599999999986744e-06,0,0,275840.9260129556,41088,True,True,41088,16,16,0,0,4,
219a8af83b683d5f19ec,linear-unsat-0023,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.988e-05,1.1999999999999885e-07,0,0,2279.1318241506815,1556,True,True,1556,4,1,3,1,1,
21a9bad41a4160017b3a,linear-sat-0184,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,8,0.002201,0.00219618,4.819999999999998e-06,0,0,200153.52188423276,19866,True,True,19866,8,5,3,1,2,
21d1b3e267970fb40a9f,linear-sat-0057,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000284,0.000284,0.0,0,0,12427.014704793692,2640,True,True,2640,1,1,0,0,1,
2314d79b51c65f04f09f,linear-unsat-0173,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.008e-05,1.919999999999995e-06,0,0,2813.581065274775,2576,True,True,2576,4,1,3,1,1,
2454b206c5c1b0c0ee93,linear-sat-0063,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,8,0.00226,0.00225736,2.639999999999934e-06,0,0,166516.9439939782,20632,True,True,20632,8,7,1,1,2,
2490062cb6345f06bd73,linear-sat-0159,sat,29,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,unsat,16,0.004078,0.00406616,1.1839999999999941e-05,0,0,232330.308184959,39752,True,True,39752,16,16,0,2,4,
24b4b57c4eabc2db075f,linear-sat-0274,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000261,0.00026096,3.999999999997929e-08,0,0,15520.013530738652,2352,True,True,2352,1,1,0,1,1,
24f35e2218e11a2d5a98,linear-unsat-0044,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000112,0.00011045,1.549999999999997e-06,0,0,2083.569317124784,3225,True,True,3225,4,1,3,1,1,
255953c51996dd12d4f0,linear-unsat-0148,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.332e-05,2.6800000000000082e-06,0,0,2514.3931759521365,2004,True,True,2004,4,1,3,1,1,
25bc8cee019f3080c6db,linear-sat-0214,sat,17,multi_no_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004277,0.00426563,1.137000000000013e-05,0,0,174641.42318349332,40591,True,True,40591,16,16,0,3,4,
265a5c9c6affdb41879d,linear-sat-0230,sat,43,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000233,0.00023169,1.3099999999999993e-06,0,0,15360.425375401974,2533,True,True,2533,4,1,3,1,1,
267172f261d707e8eea3,linear-sat-0083,sat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.00037,0.00036835000000000004,1.6499999999999588e-06,0,0,20466.64504520595,3855,True,True,3855,4,1,3,1,1,
275268109a62f32898e3,linear-sat-0214,sat,17,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004404,0.004398869999999998,5.130000000001626e-06,0,0,180071.63068186492,41819,True,True,41819,16,16,0,1,4,
2775244eebe18bfcd851,linear-unsat-0056,unsat,43,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.9e-05,1.872e-05,2.800000000000007e-07,0,0,651.2779612094164,504,True,True,504,1,1,0,1,1,
29264b0196a2cc893add,linear-unsat-0167,unsat,29,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6.4e-05,6.324e-05,7.599999999999995e-07,0,0,2084.6567805856466,1668,True,True,1668,4,1,3,1,1,
2af8183b15718a450175,linear-unsat-0085,unsat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.715e-05,2.8500000000000015e-06,0,0,1931.7737016826868,1455,True,True,1455,4,1,3,1,1,
2b2f8f1ee28762b03351,linear-sat-0137,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000209,0.00020866,3.400000000000137e-07,0,0,16705.929557792842,1842,True,True,1842,1,1,0,1,1,
2b3431601402fca2cb7e,linear-sat-0274,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.00079,0.0007886499999999999,1.3500000000001141e-06,0,0,34198.49815312773,7445,True,True,7445,4,1,3,1,1,
2ccc87f44baff6051b7c,linear-sat-0280,sat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000938,0.0009364200000000001,1.5799999999999408e-06,0,0,63790.82176461816,8594,True,True,8594,4,1,3,1,1,
2ce56760ebec0a2c8346,linear-sat-0156,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,5.5e-05,5.478e-05,2.2000000000000128e-07,0,0,2899.779454804957,626,True,True,626,1,1,0,1,1,
2ce6c865b552da7eafcd,linear-unsat-0145,unsat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.927e-05,7.300000000000015e-07,0,0,1968.4512661769986,1539,True,True,1539,4,1,3,1,1,
2d2751223fbba392ffeb,linear-sat-0280,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.001103,0.00110165,1.3500000000000057e-06,0,0,50475.77950544655,9865,True,True,9865,4,4,0,1,1,
2db9d18604b71e23f145,linear-sat-0022,sat,43,cd_vgs_core_rank,complete,0,BUDGET_EXCEEDED,,16,0.00454,0.004532720000000001,7.279999999998399e-06,0,0,317574.2546329275,41864,True,True,41864,16,16,0,0,4,
